text,label
"The Quran, Hadith and the Sunnah are all compatible with modern society and civilization. The diversity of the world must be respected.",nothate
"Whenever Muslims look at me, I think they can sense that I feel nothing but contempt for them. ",hate
Islam is a Death cult and it should be banned from any country on the world.,hate
It's hard to believe that Islam is dangerous since most Muslim don't associate with terrorists.,nothate
"No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want.",hate
If only Muslims like you all had their throats cut.,hate
"People are too afraid to speak up these days incase they get cancelled by the PC brigade, Islamophobia is just calling it as it is; a cult.",hate
Muslims demand locals to not walk their dogs in public because it's againt the Sharia and they feel it as disrespectful.,hate
but Islam is a religion of conquest.,hate
"Actually, Muslim nations take in a far larger number of refugees than others. The percentage of refugees that come to Britain is nothing compared to the total number of refugees from war-torn areas such as Afghanistan and Syria.",nothate
"Muslims have no right to live in our country, they should be banned from there.",hate
All Muslims like them are v i l e.,hate
Some Muslims get into government. They are still just common trash to me.,hate
I have so much hatred for you Muslims.,hate
"They are, and if there is a problem, people will find a solution through dialogue. Instead of dividing people, we should be working on our common humanity.",nothate
Because it's clear that all Muslims are incompatible with the European culture and should be excluded.,hate
"We are all in this together, and we should respect each other's human rights.",nothate
"Thank you for the infos, I left the information on the bottom of the original tweet once it was sent to me by someone. Still, they heaps worse. You probably haven't seen the vids where they are killing dogs with acid.",hate
I don't think they are all that hateful. This is what Islam teaches: peace and harmony. Peace is not an attitude. It is something that must be actively put in practice. Islam teaches that all people are created equal. This sounds like a very peaceful bedrock.,nothate
Muslims are a burden on society because they do not integrate.,hate
Are you suggesting that all Muslims are intolerant? I don't understand how that could happen,nothate
"Islamophobia is a big problem in the UK, we just need to look at your comment. We should be working together to eradicate it.",nothate
Are they now? Muslim is the worst possible word to describe a human.,hate
We must not let any Muslim live.,hate
We must not forget that Islam is a religion of peace. So why do you say so?,nothate
I cannot believe this Jihadi.,hate
"Obviously Muslims do not represent an obstacle to a just and peaceful world. We can't have an inclusive democracy without them, the point of inclusion is that no one is left out.",nothate
"I don't think that's the case, and let's not forget that terrorism itself is not carried out by only one religion.",nothate
"You have found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",hate
Islam is not a religion of peace.,hate
"Muslims will cry wolf about so called islamophobia. We all know anti Muslim abuse is a thing of the past, everyone is afraid of being labelled racist or offensive now so they give Muslims everything they demand.",hate
Islam is sickening our world and Mosques are the disease carriers.,hate
Job applicants with non-Muslim names are 3 times more likely to get a job interview than those with Muslim names. Remind me again why it is that they struggle to find work?,nothate
Islam is a violent religion and should be banned from all countries.,hate
"Muslim grooming gangs in those places are deeply shameful and cannot be ignored, but sexual assault is extremely common unfortunately, and is usually committed by someone who is near the victim, like a family member or a partner. This means that the vast majority of sexual assaults have nothing to do with Muslims.",nothate
